,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentaires
401,08-01-2022,17,Personne,6.44,4,3,7,5,8,7,6,8,6,"ransport de proximité,  pas mal d'espaces verts avec le parc Martin Luther King et le boulevard Pereire, so ouest à proximité
Beaux immeubles dans quelques endroits
proximité avec le 8eme arrondissement
coins des Batignolles très sympas."
402,18-12-2021,17,Shaan,9.06,9,9,10,10,8,9,10,10,7,"'ai eu la chance de vivre quelques mois à Paris 17 grâce au Crous,  je n'ai jamais eu aucun soucis,  arrondissement très paisible,  beaucoup de commerces.

Les transports en commun sont très accessibles et peuvent vous emmener là ou bon vous semble."
403,05-08-2021,17,JFiss17,7.75,8,6,7,9,9,8,6,9,6,"uperbe architecture
Offre de transports en communs excellents,  surtout grace à l'arrivée de la ligne 14.
De très beaux parcs (le Parc Monceau à lui tout seul vaut la peine)
Bars et restaurants en tous genres
Commerces en tous genres
Proximité avec plusieurs gares."
404,23-05-2021,17,Marre,5.69,7,4,6,8,8,5,6,7,5,"out à proximité,  bien desservi,  de bons lycées et collèges privés permettant d'éviter certains publics."
405,05-01-2021,17,Summer,6.31,7,5,6,7,9,6,6,7,6,"l y a beaucoup d'écoles, de parcs, de restaurants, de médecins dans le quartier et les commerces sont variés. A porte de Clichy il y a plusieurs transports en commun : la ligne 13, le RER C, le tram, le bus et bientôt la ligne 14 ce qui permet de se déplacer facilement dans Paris. Le quartier dispose d'un cinéma ce qui est idéal quand on souhaite sortir près de chez soi."
406,29-12-2020,17,Jimjim,5.31,6,4,6,6,7,5,6,6,4,"ransport aisé, commerces de proximité chers mais fréquents. Bonnes infrastructures sportives et culturelles."
407,13-07-2020,17,rouelan,8.69,9,10,9,9,8,9,7,10,5,"ttention arrondissement très hétérogène. Note pour Monceau.
Commerces nombreux et plusieurs marchés.
Beaucoup de verdure (parcs et coulée verte).
Sentiment de sécurité (bien habité).
Quartier en mouvement avec le développement de pont Cardinet et la gentrification de Batignolles.
Pas trop de culture sur place mais Opéra et Champs-Élysées à 2 pas."
408,26-06-2020,17,Cleo,8.06,8,8,9,10,10,8,9,8,3,"'habite côté Terne, bel arrondissement, belles architectures, proximité des monuments, tout est accessible et à proximité, très beaux parcs, proximité du Bois de Boulogne, avenue Pereire très agréable pour courir, de nombreux restaurants, bien situé à Paris on peut aller partout à pieds si on aime marcher. Marché Poncelet, cafés agréables pour se poser, prendre son petit déjeuner, très bonnes boulangeries. Navette aéroports à petits prix, métros 1, 2 et 6, RER A. Plus d'angoisses de pannes de galère RER en banlieues. Je pense un des meilleurs arrondissement pour vivre, sentiment agréable d'être privilégié."
409,25-05-2020,17,Niego,5.56,5,4,6,8,6,6,6,5,1," Quartier bien situé à coté de La Défense
- Plutôt bien desservi par les transports en commun."
410,08-05-2020,17,Saio,9.0,10,8,9,9,9,9,10,10,7,"rrondissement extrêmement varié : la plaine monceau, Ternes, Pte de Clichy, Batignolles, Brochant...
Énormément de ligne de métro (1,2,3,6...) de bus et rer du fait de grosses stations telles que Pte Maillot, Charles de Gaules, Place de Clichy.
Énormément de commerces, cinéma, restaurants qualitatifs."
411,06-05-2020,17,Plumye,7.81,9,7,6,9,9,8,6,9,6,"pinettes, commerces au top, pareil Batignolles. Cosmopolite de mon côté, avec une amélioration constante. C'est calme, assez sécurisant et le tram prolongé t3b a encore amélioré les transports."
412,29-04-2020,17,Kevinbgdu17,8.44,9,9,6,10,4,9,8,10,7,"abitant dans les Batignolles, je trouve que le quartier est très agréable. De nombreux bons restaurants et commerces sont à notre disposition. De plus, le sécurité est exemplaire ainsi que le nombre de squares et parcs. J'adore !"
413,09-02-2020,17,bernardino,4.38,5,3,6,7,4,4,5,4,4,eaucoup de restaurants et commerces de bouche.
414,08-02-2020,17,Koatiki,7.06,7,7,7,6,7,7,7,9,7,"ien desservi par les transports : trains ligne L et ligne C et lignes de métro 2 et 3 et bientôt 14.
Beaucoup de commerces, centre commercial So Ouest."
415,06-01-2020,17,Skogkatt,7.69,8,6,8,7,7,8,7,9,7,"rrondissement scindé en plusieurs zones : les Ternes / Monceau pour les bourgeois, les batignolles/ épinettes (en cours de gentrification) pour les bobos, et les quartiers craignos vers Saint-ouen/Clichy et Périph'. Cela dépend donc de là où vous vivez ! J'habite le haut des Batignolles et le quartier est très bien, très vivant, beaucoup de petits commerces, une population mélangée, mais qui ne fréquente pas les mêmes enseignes.
La ligne 14 va être prolongée dans le 17e pour cet été."
416,30-09-2019,17,Veneela,9.5,8,8,8,9,10,10,9,10,10,"n arrondissement divers et varié, avec beaucoup d'enfants qui lui donne l'air jeune et heureux. Les commerces ont littéralement explosé ces derniers mois/années et c'est très agréable de ne pas devoir se déplacer pour faire du shopping."
417,05-07-2019,17,Adlp,7.13,8,7,4,6,10,7,9,9,5,"es Batignolles : village, commerces, marchés, de nombreux restaurants sympa...
Cinéma, culturel, non loin de Montmartre et du Sacré Cœur, petits squares, parc Monceau et parc martin LK...."
418,20-03-2019,17,Eugene,3.75,5,6,5,9,2,3,2,4,3,"e square des Batignolles.
L'accès aux soins médicaux."
419,05-03-2019,17,patpatrouille,9.19,10,8,9,9,10,9,10,9,10,"ransports.
arbres.
parcs et jardins et squares magnifiques.
crèches.
De nombreux commerces de grande qualité.
le Maire et les adjoints font beaucoup de travail sur le terrain.
la concertation dans le cadre des Conseils Consultatifs de Quartier."
420,02-12-2018,17,dido,9.06,10,10,9,7,9,9,10,10,8,"xtrêmement bien desservie, beaucoup de bonnes écoles. A deux pas des lieux historiques.
Plus zone touristique internationale quartier des Ternes. 
Idéal pour les familles."
421,29-08-2018,17,anciendu17,6.5,7,8,4,4,8,7,7,8,2,"'ai vécu 8 ans rue Lévis. l'arrondissement est très contrasté d'est en ouest, de populaire à très bourge. Pour Paris c'est plutôt pas mal, cinés, musées, théâtres, commerces, piscine, quelques squares. Globalement c'est bien quand c'est un urbain bien entendu, cet arrondissement offre tous les services et commerces que l'on attend d'une grande ville comme n'importe quelle grande ville de France. Ce qui est sympa avec la rue Lévis c'est le côté cœur de village piéton. Pratique d'avoir le métro 14 pour s'échapper depuis la gare St Lazare ou gare de Lyon."
422,02-05-2018,17,Polo,8.44,9,8,8,8,7,9,7,8,8," A la fois très calme mais avec des rues commerçantes animées (Levis, Batignolles, Dames).
- Belle architecture des immeubles et trottoirs larges avec des arbres partout.
- Espaces verts (Parcs monceau / Batignolles / M. Luther King).
- Niveau d'éducation élevé.
- So Ouest à Levallois accessible très facilement.
- Transports efficaces (Bus, Ligne L notamment)."
423,19-04-2018,17,Mati,3.19,4,7,0,5,5,3,0,4,2,e secteur vers la rue des Dames est vivant.
424,11-02-2018,17,moui,4.94,4,4,6,6,4,5,5,5,5,"arc Martin Luther King et la salle de sport à côté. Très agréable et beau du côté Monceau / Ternes.
Autre chose dans quartiers Epinettes / St Ouen où c'est plutôt la zone.
Commerces / bars sympas dans le quartier Batignolles."
425,22-11-2017,17,Antonio,4.25,7,4,1,7,2,4,6,6,3,'ai vécu un an dans le 17eme. Nous sommes dans la capitale et donc tous les arrondissements ont de bons services de santé. Facile de trouver des places en garderie.
426,11-05-2017,17,fab,7.0,5,8,5,7,9,7,7,9,6,"e 17e arrondissement a un triple visage : Celui des quartiers huppés de la plaine Monceau, partie des banquiers d'affaires et de longues avenues hausmanienne  et assimilées, celui des  petits bourgeois, commerçants et  ouvriers du second Empire, devenus couples de trentenaires et quadra de la classe moyenne, dans des rues tortueuses, des appartements aux poutres apparentes et cours multiples, les Batignolles / rue des Dames, enfin celui de marges, des portes, aux immeubles parfois en mauvais état et qui s'apparentent plus aux quartiers défavorisés du 18e (Barbès, Goutte d'Or…).
Le 17e des Batignolles, celui ou je vis a de multiples avantages : un côté village, une architecture  à taille humaine, des commerçants très sympas, beaucoup d'artisans de qualité (cordonniers, chausseurs, maîtres verriers, encadreurs, tailleurs, bouchers, doreurs, ébénistes, plombiers, chauffagistes…), beaucoup de bars et restaurants (j'en ai compté à peu près 56 rues des dames) pour tout le monde, tous les revenus.  Proximité de la gare Saint Lazare, desservi par la ligne 2, 3, 13, bientôt la 14. Très proche de Montmartre, des Ternes."
427,16-03-2017,17,Suzanne,3.44,4,2,6,5,3,3,4,4,3,rrivée de la ligne 14. Parc Martin Luther King et éco-quartier.
428,11-02-2017,17,Char,4.19,5,5,5,5,3,4,5,5,2,ommerces et soins à proximité
429,29-11-2016,17,Flav75017,8.69,5,9,9,5,8,10,7,8,8,"xcellente qualité de vie : sécurité, proximité, propreté, calme. Le quartier des Batignolles est très agréable. C'est d'ailleurs un très bon compromis entre le quartier huppé de Monceau et les alentours plus populaires et animés de la place de Clichy.
Très bien desservi en termes de transports (à 10 minutes de la Défense en train direct, 10 minutes de Saint Lazare, 20 minutes de Montparnasse avec le métro ...)"
430,26-01-2022,18,EliseJeanne,1.75,5,0,5,5,3,0,5,5,0, la limite les transports pour le côté pratique mais pas pour le côté sécurité puisque le métro 4 est une véritable cour des miracles ambulante.
431,29-12-2021,18,Angela,3.19,4,1,5,6,6,2,4,6,3,"uelques quartiers sympa,  notamment vers Montmartre que j'adore,  on peut y trouver de bons restaurants."
432,21-12-2021,18,marcl,7.0,6,6,7,8,9,7,6,8,6,n bon mélange entre un quartier populaire et bobo. un arrondissement surprenant et vivant.
433,19-12-2021,18,Sansan75018,8.06,9,7,9,9,8,8,8,9,6,"e 18ème est un arrondissement très riche : le quartier de Jules Joffrin pour prendre un verre le soir et profiter des commerces,  le quartier des Abbesses pour flâner devant les boutiques et dans les quelques rues adjacentes,  sans parler de Montmartre et de son charme inégalé. Pour résumé,  le 18ème c'est un petit village où il fait bon vivre !"
434,19-12-2021,18,Gabriel87,8.31,9,7,9,9,9,8,9,9,8,"a très grande majorité du 18ème (de Guy Moquet à Jules Joffrin,  en passant par Lamarck ou les Abesses) se révèle être un arrondissement rempli de charme,  de belles rues,  d'immeubles haussmannien,  de commerces de bouche et  de restaurants de qualité.

Le charme de Montmartre (pour peu qu'on évite les quartiers trop touristiques) est inégalé dans Paris. C'est un arrondissement de Paris où la vie de quartier existe et où les Airbnb n'ont pas encore transformé le quartier.

J'habite près de la rue Danrémont et je trouve ce quartier génial car calme mais en même temps plein d'activités. Je recommande à toute les personnes qui hésite à s'y installer."
435,14-12-2021,18,Jeune de 30 ans,3.06,5,1,4,7,5,2,4,5,2,"Accès au transport en commun (métro,   bus,   tram) pas cher selon les budgets étant donné que peu de gens payent et qu'il y a peu de contrôles.
-accès à la santé (forcément Paris est super couvert en comparaison avec les régions y a pas photo)
-commerce


-Montmartre (c'est toujours sympa)
-La police qui est toujours présente et n'a pas abandonné pour la plupart des lieux. Je leur tire mon chapeau très haut."
436,22-10-2021,18,Jack-o'-lantern,7.19,8,6,7,9,9,7,6,8,6,"uartier Jules Joffrin : Transports,  Écoles,  activités,  parcs,  églises,  équipements de sport et commerces partout. Il y a tout à côté. .."
437,20-10-2021,18,Karmacoma,2.81,5,0,7,7,10,1,0,8,0,"ransports,  commerces,  écoles,  médecins,  prix (pour Paris...)..."
438,16-10-2021,18,Amazing,2.13,1,1,6,6,6,0,6,8,0,"a proximité de certaines installations sportives, en revanche cela fait plus de 2 ans que la bibliothèque de la mairie est fermée.
Proximité et multitudes de commerces de proximité exotiques et occidentaux."
439,29-09-2021,18,Elise,3.94,6,2,7,3,7,3,7,6,1,"lusieurs lignes de métro desservent le 18ème arrondissement. Le quartier est très animé,  et il y a beaucoup de commerces à proximité. Les lieux touristiques sont très beaux,  tel que Montmartre,  ou le Moulin Rouge. Beaucoup de bars,  avec des tarifs très variés !"
440,28-09-2021,18,Cyci,1.63,3,0,4,4,6,0,2,6,1,'est pas cher mais en même temps on comprend pourquoi.
441,12-09-2021,18,Jakosii,7.94,8,6,8,8,9,8,8,10,6,"e suis place jules Joffrin...
Des commerces partout,  des métros et bus partout,  des parcs pour les enfants et plein d'écoles.
Quartier sympa pour vivre en famille,  j'y vis depuis 13 ans."
442,10-09-2021,18,Union75,5.94,7,3,6,7,7,6,5,8,4,"roche du centre de Paris,  personnellement bien desservi par le métro (j'ai 3 lignes de métro proche de chez moi),  le tramway également à côté,  des bus qui m'emmènent en direct au pied de mon bureau à Montparnasse. La présence dans cet arrondissement de Montmartre,  Le quartier des Abbesses,  la rue de Caulaincourt,  le début des rue du poteau et rue Damrémont,  mais surtout pas le bas de ces rues ""très sales"". Une population d'anciens plutôt sympa et de nouveaux bobos qui remontent un peu le côté ""pauvre"" que pouvait avoir avant cet arrondissement. Deux gares SNCF importantes. Une population très mélangée qui donne de beaux échanges entre habitants. beaucoup de petits bars et restaurants très sympa dans le quartier à partir de la mairie en allant vers la rue Damrémont en passant par la rue Marcadet,  et les petites rues dans cette partie du quartier."
443,09-09-2021,18,Alexa,2.13,5,0,5,1,2,2,0,5,0,onvivialité entre habitants. Proximité du centre de Paris. Marché de l'Olive. Pratique pour aéroport CDG. Esplanade de la Halle Pajol.
444,09-09-2021,18,Cricri,0.88,3,0,2,1,2,0,3,3,0,e cherche... c'est compliqué pour cet arrondissement de crackoland. L'insécurité est partout. Les habitants veulent fuir.
445,08-09-2021,18,Mélina,4.88,5,5,5,3,5,5,5,5,5,"'ai habité rue des Poissonniers (Goutte d'Or métro Marcadet),  puis rue des Abbesses à Montmartre. Le grand saut très représentatif du 18ème.
Les points positifs sont liés au 18ème côté Montmartre : la ville est belle,  et calme,  bons restaurants,  vraie vie de quartier (gazette de Montmartre),  petits commerces de bouche,  bonnes écoles,  voisinage sympathique,  rues piétonnes le weekend,  bons médecins spécialistes. On a,  parfois,  des débordements avec des craked du boulevard Barbès,  mais globalement ma vie a complètement changé en passant de l'autre côté du 18ème.
Les parcs sont plutôt propres,  les rues aussi,  les gens souriants et ils flânent dans la rue. Je rentre chez moi à toute heure seule."
446,10-08-2021,18,TRAVAILLEURDU18,3.81,5,3,5,6,4,3,5,8,1,"e ne vis pas dans le 18ème mais j'y travaille depuis presque 20 ans,  donc finalement,  j'y passe plus de temps que chez moi! Le quartier Damrémont-Ordener est agréable avec de nombreux commerces,  restaurants,  magasins de proximité. On trouve à peu près de tout pour faire ses courses ou se restaurer. Compte tenu de ma situation je ne peux pas donner mon avis sur les écoles ou la culture dans ce quartier."
447,07-05-2021,18,Jan,7.75,7,6,8,10,10,7,10,10,7,"abitant dans le secteur Grande Carrière,  vers le square carpeaux,  je ne note que mon quartier. Je ne comprends pas les notes de cet arrondissement alors que le 19eme est bien mieux noté par exemple. Ou alors ce ne sont que des riverains de la porte de La Chapelle qui notent. A croire que vivre à Stalingrad est bien mieux qu'en plein Montmartre. Il faut être rationnel après cet arrondissement est coupé en deux,  à l'ouest un Paris comme on se l'imagine proche des qualités du 17ème et à l'est le Paris qui ne fait plus rêver du tout,  même le gars qui vient du fin fond d'un village africain ne peut être que choqué de voir l'état de la ville lumière...ou pas,  au moins il n'est pas dépaysé et n'a pas besoin de s'intégrer."
448,28-04-2021,18,Bhdm,2.44,5,2,5,6,8,1,2,2,1,e loyer pas cher.
449,15-04-2021,18,Alexie delalande,2.13,3,0,5,5,6,1,4,2,1,es transports et c'est tout.
450,14-04-2021,18,Zoe,8.06,8,7,8,10,8,8,8,9,7,"ne vie locale bien dirigée avec beaucoup d'initiatives municipales,  citoyennes et associatives. De beaux efforts faits pour revaloriser l'ensemble de l'arrondissement,  et améliorer la qualité de vie."
451,12-04-2021,18,ano7785,7.63,6,6,7,8,10,8,6,10,5,"out est plutôt agréable (Rue Championnet - Jules Joffrin)
Transports incroyables,  beaucoup de commerces,  ambiance très cool. Pas cher à vivre en général!"
452,31-03-2021,18,Lola,2.13,3,0,6,2,4,1,5,6,0,ucun!
453,04-03-2021,18,Nikosii,8.0,6,7,6,10,9,8,10,9,7,"es bons quartiers avec parcs,  commerces,  médecins.
Pas trop de touristes
Des écoles et crèches partout
Des marchés sympas
Montmartre est vraiment bien. ..
Cultures,  monuments un peu partout."
454,02-03-2021,18,Jules Jo,7.44,6,6,9,9,10,7,7,10,6,"uartier de Jules Joffrin est bien

Transport : Top,  quadrillé par bus métro

Culture : Tout ce qu'il faut

École : Bon privés

Propreté : Bof comme partout à Paris. . Merci la mairie

Plein d'espaces verts,  de squares."
455,01-03-2021,18,AlbaD,8.38,8,7,5,9,9,9,8,10,6,"uartier parisien,  dynamique,  avec une véritable vie de quartier. Jules Joffrin est un environnement paisible,  où l'on peut rentrer à toute heure sans le moindre soucis."
456,26-02-2021,18,Clignancourt,3.69,8,1,6,8,9,1,4,9,6,"mmobilier abordable,  diversité des commerces,  les transports.
Population diversifiée avant le covid.
Plein d'associations,  des ateliers artistes,  jeunes créateurs.
Mais depuis c'est devenu le terrain de jeu de toute sorte de voyous.
Adieu porte de Clignancourt."
457,11-02-2021,18,puccastyle,8.31,8,7,9,9,10,8,10,9,7,"ue dire sur cet arrondissement... Tellement de belles choses y regorgent ! Les immeubles,  les commerces,  le Sacré-Coeur,  Montmartre,  les authentiques traiteurs... Plus de 20 ans que j'y habite et je ne me suis jamais sentie en danger,  bien au contraire. Des quartiers populaires où il y a toujours du monde: très peu de risque de se faire agresser,  quelqu'un sera toujours là pour vous aider. Les gens ne se focalisent que sur Barbès,  mais oubliez vous toute la butte ? Une des merveilles de Paris. Des musées,  des cinémas,  des salles d'exposition,  cet arrondissement est tout bonnement le meilleur de Paris. Vivez-y et vous comprendrez."
458,05-01-2021,18,Paylas,3.94,6,8,4,6,2,3,4,5,4," proximité : Bus, métro, centre commercial, Parc."
459,20-12-2020,18,Marcadet,2.63,3,1,3,2,5,2,3,8,1,"eaucoup de commerces alimentaires. Bien desservi concernant les transports. Et c'est tout car même la beauté de nos immeubles haussmanniens est masquée par la crasse et pour la goutte d'or par des cartons avec de grosses femmes avachies dessus à vendre toutes sortes de produits. Dommage, je n'ai pu apprécier la beauté de ce quartier que durant le confinement."
460,01-12-2021,19,welcome,7.88,9,6,7,7,9,8,7,9,8,"abitant vers Buttes-Chaumont / Pyrénées,  le quartier est sympathique : commerces de proximité,  zone assez sécure,  ligne 11 vintage mais bien fréquentée et proche des correspondances
Beaucoup d'espaces verts et d'avenues arborées ce qui n'est pas forcément le cas d'arrondissements plus huppés
Architecture plus modeste mais quelques beaux immeubles haussmanniens dans les grands axes.
Proche de la Place de la République et du canal St Martin même à pieds."
461,24-11-2021,19,Ethan,4.31,8,0,6,7,10,3,4,5,5,"ella fais 14 ans que j'habite dans le 19eme depuis 2006 donc je connais bien
Ce qui est bien dans ce quartier ce sont les transports, les buttes Chaumont et les cinéma."
462,10-11-2021,19,Yom,7.88,5,6,10,9,9,8,10,6,7," Plutôt bien desservi en terme de transports,  (métro,  bus,  tramway,  RER)
- Plein de lieux culturels
- Les Buttes Chaumont
- La vie y est moins chère comparativement à d'autres arrondissements,  même en étant dans un coin safe."
463,10-11-2021,19,ferduck,4.69,5,1,8,6,8,4,6,7,2,"éseau métro et bus bien quadrillé,  de nombreux stades et piscines,  présence des buttes Chaumont et des canaux rendant le quartier sympathique. De nombreux marchés et de la diversité dans les choix et les arrivages.
Prix des loyers également attractif par rapport aux autres arrondissements de Paris."
464,05-09-2021,19,Parisien heureux,8.38,6,6,9,7,9,9,9,8,8,"'habite Paris depuis toujours,  je vis dans le 19ème arrondissement depuis 2004 et j'ai donc vu l'évolution de ce coin de Paris,  autrefois si décrié et même stigmatisé depuis presque une vingtaine d'années.

Tout d'abord je ne comprends pas ceux qui se plaignent sur ce site de la mauvaise desserte en transports de cet arrondissement ???? C'est à mon sens l'un des points forts du 19ème.

 Il y a deux lignes qui traversent l'arrondissement sur deux grands axes à savoir les lignes 5 et 7,  la première desservant les Gare du Nord et de l'Est en à peine 10 minutes si vous habitez au plus loin à la Porte de Pantin,  vous pouvez aller à la gare d'Austerlitz directement en une demi-heure.
  Sur la ligne 7 vous mettez 10 minutes depuis la porte de la Villette pour arriver à Gare de l'Est

Vous avez la 7bis qui dessert quasi-exclusivement le 19eme  et la ligne 11 et 2. Diverses lignes de bus très utiles et même le RER E à Rosa Parks,  qui vous emmène à Haussmann Saint-Lazare en même pas 10 minutes.

Beaucoup de pistes cyclables,  notamment sur les axes Flandre et Jaurès,  beaucoup de gymnases,  de centre sportifs,  y compris des centres culturels,  le parc de la Villette avec notamment la géode,  de très bons marchés.

Beaucoup de bars et de cafés,  c'est un arrondissement très multi-culturel,  maintenant la gentrification a hélas fait grimper les prix.

Le magnifique parc des Buttes Chaumont,  le canal où on peut faire son footing tranquillement."
465,01-09-2021,19,Timon,7.38,5,6,6,6,7,8,7,9,8,"'ai vécu 4 ans dans le 19ieme (quartiers Mouzaïa et Botzaris). Ces quartiers ont la particularité d'être calmes et proches des parcs des Buttes-Chaumont et du Château Rouge,  qui sont 2 très beaux parcs. Il y a beaucoup de commerces de proximité,  je pense notamment à la Rue de Belleville et la Rue des Pyrénées,  très bien pourvues en commerces en tout genre. Il y aussi un Monoprix place des Fêtes et 2 commerces Bio pour ceux qui aiment. Les lignes 7bis et 11 traversent ces quartiers. La proximité du parc de la Villette est un plus pour les expositions et l'aspect culturel."
466,17-08-2021,19,Nmkl,7.5,7,6,8,7,10,7,10,9,7," Les Buttes Chaumont,  le canal de l'ours sur lequel on peut faire des activités en été,  la location de pédalo,  de bateaux.

- Beaucoup de commerces,  bars,  et restaurants très bons dans le 19e !

- J'habite à la Villette et le cadre de vie est vraiment sympa ! Les transports affluent,  tout est très bien desservi.

- La sécurité a été renforcée avec de nombreux policiers."
467,31-07-2021,19,JJ19,6.25,3,2,8,8,9,6,8,6,8,"'environnement est super avec les 2 grands parcs et le canal. On peut trouver des coins où les voitures et la foule sont loin.

Niveau métro,  bus,  médecins,  hôpitaux,  très bien,  on est dans Paris.

Plein de bars,  restos,  péniches,  salles de concerts très cools,  commerces alimentaires variés,  mais un peu pauvres dans le ""traditionnel"".

Beaucoup de terrains de sports,  piscines agréables,  MK2,  104,  assos et activités en tous genres.

Esprit village sympathique,  on est pas en plein centre de Paris,  les gens se connaissent,  se parlent,  mais restent malgré tout entre communautés,  à la new-yorkaise : les bobos,  les juifs orthodoxes,  les africains,  etc.,  tous se croisent sans heurts la plupart du temps,  mais sans échanger réellement non plus.

Arrondissement idéal quand on est jeune et/ou avec de jeunes enfants."
468,21-07-2021,19,ViveLeUnNeuf,6.63,6,5,9,8,10,6,8,8,4,"'est un arrondissement où l'offre de sport pour les adultes est très riche et très variée : escalade,  aviron,  vélo,  jogging,  boxe,  salles de gym,  danse,  natation,  etc et à des prix très raisonnables. Il y a beaucoup d'espaces verts et la piste cyclable (aussi pour la randonnée) qui sort de Paris pour des dizaines de km. Coté culture : 2 conservatoires (malheureusement seulement pour les jeunes),  la philharmonie,  le 104,  écoles de théâtre,  de cinéma,  plusieurs salles de concert. Il y a des supermarchés et des supérettes partout où on peut faire ses courses,  pour certains,  jusqu'à très tard le soir. Il y a aussi des médecins,  des pharmacies et des kinés en abondance. Plusieurs lignes de métro et des bus ainsi que des mini-bus appelés Traverse."
469,19-07-2021,19,Jean,2.0,3,2,1,7,4,1,2,5,0,n arrondissement pas trop cher et des magasins de quartier exotiques et assez sympas.
470,16-07-2021,19,AlbertCrome,8.88,8,7,10,9,8,9,9,9,10,"es Buttes Chaumont,   les commerçants,   le marché Secrétan,   les écoles publiques autour de Secrétan. Beaucoup de places en crèche,   des transports et la Villette pour ses grands espaces verts. Activités ++ pour les enfants,   une vraie vie de quartier,   de l'entraide et de la solidarité entre voisins. Les MK2 à toute heure,   plein de supers restos."
471,21-06-2021,19,Diane,8.56,9,9,7,8,8,9,8,7,9,"e 19ème c'est tout simplement le quartier de l'avenir. Beaucoup d'espaces verts,  de commerces de proximité,  l'ambiance urbaine,  un quartier cosmopolite,  les gens de toutes les couleurs. Un quartier artistique."
472,24-05-2021,19,Noémie,3.31,5,0,5,5,10,2,2,7,3,"oyer pas hyper cher.  Courses pas chères car il y a un Lidl et tout. Les transports sont bien,  il y a plusieurs lignes de bus,  le RER E et la ligne de métro 7."
473,15-05-2021,19,Shen,8.81,7,8,9,9,9,9,9,9,9,"aris 19ème est un arrondissement très ouvert. On y trouve beaucoup de commerces de proximité. Du côté de Rosa Parks c'est très sympa,  avec le centre Leclerc,  Décathlon,  Leroy merlin,  le club de gym...Le transport c'est tout simplement le top niveau. Pas de galère pour prendre le bus,  le métro ou le tram. La culture ? ben je crois qu'à Paris c'est l'un des endroit culturels par excellence. Le sport ? Idem. Quartier cosmopolite. Les noirs,  les arabes,  les juifs,  les pakistanais,  les indiens,  les chinois vivent presque ensemble car ils sont dans les mêmes immeubles,  sans discrimination. C'est un arrondissement qui évoluera encore et encore."
474,05-05-2021,19,THOTH,8.75,8,7,9,9,9,9,9,9,8,"e 19ème est un arrondissement qui bénéficie d'une offre de culture aussi riche que diverse. Salles de concert,  théâtres,  lieux d'exposition. Les habitants sont sympathiques et polis. Les transports en commun  et les commerces sont au top. Beaucoup d'espaces verts. Un arrondissement cosmopolite et gai. Les services de la poste sont efficaces et surtout très rapides. Un arrondissement d'avenir donc !"
475,04-05-2021,19,Eïcha,2.06,3,2,6,6,3,0,7,5,1,"e Paris 19e arrondissement est très bien desservi en transports en commun même s'ils sont très sales et pas du tout entretenus (absence d'aération, nombreux mendiants et toxicos). Il y a énormément de commerces de proximité. Le secteur bénéficie aussi d'espaces verts et d'espaces culturels."
476,09-04-2021,19,Lucas,5.94,3,4,7,5,8,6,7,7,6,"'est un arrondissement où il y a beaucoup de lieux verts pour se promener. Beaucoup de commerces dans le secteur Flandre-Rosa Parks. Une amélioration de qualité de vie dans certains quartiers comme Place des Fêtes,  Flandre."
477,24-02-2021,19,Océan,8.94,9,8,10,7,10,9,10,8,9,n arrondissement en plein développement surtout du côté de Rosa Parks. Beaucoup de commerces de proximité. La culture ici est présente. arrondissement avec beaucoup d'espaces. On se croirait au far-west.
478,03-02-2021,19,emilyinparis19,7.31,5,6,5,8,10,8,5,10,4,"on quartier chinois avec plein de resto et de coiffeurs pas cher et méga bons! allez à Belleville,  plus safe que le 18 eme,  petite gentrification bobo sympa,  pas au point de devenir insupportable,  j'adore les buttes Chaumont,  surtout l'été."
479,28-01-2021,19,Djoser,9.0,8,8,10,9,10,9,10,9,8,"e top niveau en termes de culture. Métro,  bus,  tramway bien en place. Mélange des populations: toutes les populations. Les commerces justifient leur présence en nombre. Rosa Parks.  Petit quartier mais grand par sa réputation nationale. Un quartier qui n'arrête pas d'évoluer. A suivre."
480,23-01-2021,19,Condreman,8.63,9,8,10,9,10,8,9,9,10,"e 19ème est un super arrondissement. L'espace,  l'espace et encore l'espace. Cosmopolite,  vivant,  culturel. Le zénith,  la cité des sciences,  le conservatoire supérieur de la musique et de la danse,  le 104,  le Cours Florent, . .. Les commerces sont proches les uns des autres. Les transports : ligne 5,  7..."
481,22-01-2021,19,taz,4.25,3,1,8,7,8,3,6,8,3,"arc des buttes Chaumont
Pas mal de commerces mais souvent cher
Des métros
Des salles de sport."
482,15-01-2021,19,Tocrafiz,8.75,5,7,9,10,7,10,8,7,7,"el arrondissement avec plusieurs parcs et espaces verts ou bleus (Buttes Chaumont,  La Villette,  Butte du Chapeau Rouge,  canal, . ..),  mixité sociale,  une certaine convivialité,  une activité culturelle (104,  librairies,  cinémas, . ..). ""En devenir"" encore,  mais depuis 25 ans que nous y habitons les progrès le paraissent évidents et spectaculaires."
