,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentairePositif,commentaireNegatif
443,Avis posté le 09-09-2021 à 15:13,paris-18e-arrondissement_75118,Alexa,2.13,5,0,5,1,2,2,0,5,0,Les points positifs : Convivialité entre habitants. Proximité du centre de Paris. Marché de l'Olive. Pratique pour aéroport CDG. Esplanade de la Halle Pajol.,"Les points négatifs : Crack,  deal,  mineurs isolés non accompagnés,  alcooliques,  squats,  crasse,  seringues par terre. Abandon de l'Etat. Insécurité et insalubrité. Bruyant jour et nuit. Être en hypervigilance tout le temps."
444,Avis posté le 09-09-2021 à 12:50,paris-18e-arrondissement_75118,Cricri,0.88,3,0,2,1,2,0,3,3,0,Les points positifs : Je cherche... c'est compliqué pour cet arrondissement de crackoland. L'insécurité est partout. Les habitants veulent fuir.,"Les points négatifs : La multitude de dealers,  toxicos,  voleurs... insécurité,  saleté. Arrondissement à éviter ! Sauf si vous souhaitez vous faire agresser. Partout des odeurs d'urines,  des détritus partout."
445,Avis posté le 08-09-2021 à 10:33,paris-18e-arrondissement_75118,Mélina,4.88,5,5,5,3,5,5,5,5,5,"Les points positifs : J'ai habité rue des Poissonniers (Goutte d'Or métro Marcadet),  puis rue des Abbesses à Montmartre. Le grand saut très représentatif du 18ème.
Les points positifs sont liés au 18ème côté Montmartre : la ville est belle,  et calme,  bons restaurants,  vraie vie de quartier (gazette de Montmartre),  petits commerces de bouche,  bonnes écoles,  voisinage sympathique,  rues piétonnes le weekend,  bons médecins spécialistes. On a,  parfois,  des débordements avec des craked du boulevard Barbès,  mais globalement ma vie a complètement changé en passant de l'autre côté du 18ème.
Les parcs sont plutôt propres,  les rues aussi,  les gens souriants et ils flânent dans la rue. Je rentre chez moi à toute heure seule.","Les points négatifs : Par contre le 18ème côté Barbès... On y a vécu plusieurs années et on s'en était ""accommodé"" même si je ne portais plus de jupes,  ni de robes,  que je rentrais au-delà de 23h exclusivement en taxi,  que j'ai plusieurs fois demandé à mon mari de venir m'attendre à la sortie du métro...

La vie au quotidien en journée est très sale,  bigarrée,  bruyante à l'extrême,  colorée mais pas dangereuse,  sauf dès qu'on va vers les zones de craked : les portes,  les stations de métro,  certaines rues. Là c'est dangereux tout le temps. Si on est obligé d'y passer faut marcher d'un pas sûr,  les yeux qui regardent ailleurs et ne pas s'arrêter. Aucune sécurité avec ces gens qui gisent dans les marches d'escalier,  dans les tunnels,  sur les plaques d'air,  le long des murs,  et des ponts. Qui se piquent avec leurs doigts noirs de crasse devant vous,  ou parfois sous une couverture ou leur veste.

Sinon en dehors de ces zones/rues,  faut juste avoir un sac à main en bandoulière,  rien dans les poches,  pas sortir son portable,  pas mettre de jupe,  changer de trottoir quand il y a une bagarre,  pas répondre aux sollicitations en tout genre,  n'aller au lavomatique qu'entre 14 et 16h. Aller au bar/PMU c'est exclu et les restaurants c'est par communauté. En fait c'est comme dans pas mal de grandes villes de pays en voie de développement. Le jour.

La nuit par contre,  la fin de journée ou tôt le matin c'est très compliqué. Prostitution,  souvent de très jeunes filles,  tu te réveilles le matin et tu vois par la fenêtre qu'ils ont tagué un mur avec le prénom d'un nana ""/! XX a le sida""; les tox font la queue à la pharmacie pour acheter tout ce qu'ils peuvent,  des gens qui cassent des vitrines,  des bagarres,  des agressions (2 de nos voisins),  une fois un coup de feu (!),  des hurlements affreux,  des passes dans la rue (vu de mes propres yeux)... au quotidien. Là,  c'est plus que dans une capitale d'un pays en voie de développement. C'est comme dans le Bronx ou dans les quartiers très pauvres et favélas des grandes capitales du Tiers Monde. Sauf que là c'est dans le coeur de Paris.

Ce quartier est délaissé. Il est d'une saleté extrême,  totalement abandonné par les pouvoirs publics. C'est dangereux,  c'est pauvre."
446,Avis posté le 10-08-2021 à 15:10,paris-18e-arrondissement_75118,TRAVAILLEURDU18,3.81,5,3,5,6,4,3,5,8,1,"Les points positifs : Je ne vis pas dans le 18ème mais j'y travaille depuis presque 20 ans,  donc finalement,  j'y passe plus de temps que chez moi! Le quartier Damrémont-Ordener est agréable avec de nombreux commerces,  restaurants,  magasins de proximité. On trouve à peu près de tout pour faire ses courses ou se restaurer. Compte tenu de ma situation je ne peux pas donner mon avis sur les écoles ou la culture dans ce quartier.","Les points négatifs : Coin affreusement bruyant,  à n'importe quelle heure de la journée et sale,  malgré les équipes de nettoyage de la Ville qui passent régulièrement. Cacas de chiens (ou d'humains...oui oui),  crachats,  urine,  détritus en tous genre. Il y a des poubelles mais tout le monde semble les ignorer. Beaucoup de junkies,  de sans-abri,  de fêlés en tous genre qui vous ""sautent dessus"" pour de l'argent. C'est tous les jours,  tout le temps : dans le métro,  à la sortie,  dans la rue,  devant les boulangeries,  dans le parc. Personnellement je ne me sens pas en sécurité dans ce quartier et c'est de pire en pire je trouve. Je plains les habitants du coin et je suis finalement bien contente de rentrer dans ma banlieue le soir. Le monde à l'envers!

Adresse email invalide !!"
447,Avis posté le 07-05-2021 à 09:05,paris-18e-arrondissement_75118,Jan,7.75,7,6,8,10,10,7,10,10,7,"Les points positifs : Habitant dans le secteur Grande Carrière,  vers le square carpeaux,  je ne note que mon quartier. Je ne comprends pas les notes de cet arrondissement alors que le 19eme est bien mieux noté par exemple. Ou alors ce ne sont que des riverains de la porte de La Chapelle qui notent. A croire que vivre à Stalingrad est bien mieux qu'en plein Montmartre. Il faut être rationnel après cet arrondissement est coupé en deux,  à l'ouest un Paris comme on se l'imagine proche des qualités du 17ème et à l'est le Paris qui ne fait plus rêver du tout,  même le gars qui vient du fin fond d'un village africain ne peut être que choqué de voir l'état de la ville lumière...ou pas,  au moins il n'est pas dépaysé et n'a pas besoin de s'intégrer.","Les points négatifs : Le problème de cet arrondissement (comme pour la plupart des autres arrondissement) c'est que d'une rue à l'autre tout peut changer pour le meilleur ou bien pour le pire...
L'arrondissement est par endroit tellement sale... on remercie les personnes qui se servent de la rue comme d'une décharge..."
448,Avis posté le 28-04-2021 à 03:27,paris-18e-arrondissement_75118,Bhdm,2.44,5,2,5,6,8,1,2,2,1,Les points positifs : Le loyer pas cher.,"Les points négatifs : Je pense que les notes varient énormément à cause de la dichotomie est/ouest par rapport à la ligne de gare du Nord.
Côté Est c'est un quotidien à gérer avec des crackheads violents et une absence totale de vie de quartier,  j'ai habité un peu partout à Paris mais le XVIII restera ma pire expérience."
449,Avis posté le 15-04-2021 à 13:45,paris-18e-arrondissement_75118,Alexie delalande,2.13,3,0,5,5,6,1,4,2,1,Les points positifs : Les transports et c'est tout.,"Les points négatifs : Attention,  il y a de plus en plus de commentaires de complaisances afin de faire remonter la note,  la réalité est tout autre, cet arrondissement est très mal tenu par la mairie et dans un état social absolument dramatique,  même le quartier de Lamarck Caulaincourt se dégrade. Arrondissement très sale,  insécurité de plus en plus voyante,  de moins en moins de 'femmes dans l'espace public' de plus en plus d'hommes seuls dont certains ivres ou drogués traînant dans les rues le soir après le confinement. Aucune réponse valable de la part des pouvoirs publics, mairie. ..etc. la police est dépassée. Les habitants ne sont plus dupes mais malheureusement résignés devant l'indifférence de La mairie. Certaines banlieues proches autrefois décriées sont plus sûres aujourd'hui que le 18eme."
450,Avis posté le 14-04-2021 à 14:55,paris-18e-arrondissement_75118,Zoe,8.06,8,7,8,10,8,8,8,9,7,"Les points positifs : Une vie locale bien dirigée avec beaucoup d'initiatives municipales,  citoyennes et associatives. De beaux efforts faits pour revaloriser l'ensemble de l'arrondissement,  et améliorer la qualité de vie.","Les points négatifs : Une gentrification importante,  des commerces peu accessibles aux petits budgets qui restent encore présents,  peu de circulations entre certains quartiers vraiment enclavés qu'on devrait ouvrir."
451,Avis posté le 12-04-2021 à 13:19,paris-18e-arrondissement_75118,ano7785,7.63,6,6,7,8,10,8,6,10,5,"Les points positifs : Tout est plutôt agréable (Rue Championnet - Jules Joffrin)
Transports incroyables,  beaucoup de commerces,  ambiance très cool. Pas cher à vivre en général!","Les points négatifs : La sécurité est le point le plus inquiétant. Surement côté Clignancourt Barbès goutte d'or.
Pas très propre,  pas mal de mouvements la nuit côté Clignancourt."
452,Avis posté le 31-03-2021 à 07:50,paris-18e-arrondissement_75118,Lola,2.13,3,0,6,2,4,1,5,6,0,Les points positifs : Aucun!,"Les points négatifs : Il faut aimer la saleté pour vivre dans le 18ème côté Marcadet poissonniers. Trop de communautarisme, les gens ne se mélangent pas, disons la vérité. Et tes enfants à l'école subissent le comportement des camarades qui n'ont pas été éduqué par leurs parents. Peu d'espaces verts et du béton partout,  les gens entassés dans des cages à poules. A fuir!"
453,Avis posté le 04-03-2021 à 21:59,paris-18e-arrondissement_75118,Nikosii,8.00,6,7,6,10,9,8,10,9,7,"Les points positifs : Des bons quartiers avec parcs,  commerces,  médecins.
Pas trop de touristes
Des écoles et crèches partout
Des marchés sympas
Montmartre est vraiment bien. ..
Cultures,  monuments un peu partout.","Les points négatifs : Des quartiers sont dégradés
Un peu sale mais c'est tout Paris. ...
S'améliore depuis quelque temps
A voir comment ça va évoluer dans le futur.

Adresse email invalide !!"
454,Avis posté le 02-03-2021 à 23:31,paris-18e-arrondissement_75118,Jules Jo,7.44,6,6,9,9,10,7,7,10,6,"Les points positifs : Quartier de Jules Joffrin est bien

Transport : Top,  quadrillé par bus métro

Culture : Tout ce qu'il faut

École : Bon privés

Propreté : Bof comme partout à Paris. . Merci la mairie

Plein d'espaces verts,  de squares.","Les points négatifs : D' autres quartiers qui sont abandonnés

Qualité de l'air en Île de France. .. Merci l'Allemagne et la Pologne et leurs centrales à charbon."
455,Avis posté le 01-03-2021 à 15:46,paris-18e-arrondissement_75118,AlbaD,8.38,8,7,5,9,9,9,8,10,6,"Les points positifs : Quartier parisien,  dynamique,  avec une véritable vie de quartier. Jules Joffrin est un environnement paisible,  où l'on peut rentrer à toute heure sans le moindre soucis.","Les points négatifs : Quelques manques de propreté vers Château Rouge,  Marcadet Poissonnière,  mais il faut accepter l'ADN du quartier. Les immeubles sont parfois mal insonorisés,  et des dérangements de voisinage sont courants."
456,Avis posté le 26-02-2021 à 06:24,paris-18e-arrondissement_75118,Clignancourt,3.69,8,1,6,8,9,1,4,9,6,"Les points positifs : Immobilier abordable,  diversité des commerces,  les transports.
Population diversifiée avant le covid.
Plein d'associations,  des ateliers artistes,  jeunes créateurs.
Mais depuis c'est devenu le terrain de jeu de toute sorte de voyous.
Adieu porte de Clignancourt.","Les points négatifs : Incivilités,  harcèlement de rue,  homophobie,  violence physique,  vol,  la police s'en fiche,  même après le couvre feu,  vous avez des groupes dans la rue qui font la lois à porte de clignancourt,  les forces de l'ordre passent devant eux sans jamais un contrôle.
C'est vraiment une zone de non droit.
Malheureusement je vais quitter mon beau petit appartement parce que le quartier est devenu tellement dangereux.
J'ai été encore la cible d'agression et c'est celle de trop."
457,Avis posté le 11-02-2021 à 18:39,paris-18e-arrondissement_75118,puccastyle,8.31,8,7,9,9,10,8,10,9,7,"Les points positifs : Que dire sur cet arrondissement... Tellement de belles choses y regorgent ! Les immeubles,  les commerces,  le Sacré-Coeur,  Montmartre,  les authentiques traiteurs... Plus de 20 ans que j'y habite et je ne me suis jamais sentie en danger,  bien au contraire. Des quartiers populaires où il y a toujours du monde: très peu de risque de se faire agresser,  quelqu'un sera toujours là pour vous aider. Les gens ne se focalisent que sur Barbès,  mais oubliez vous toute la butte ? Une des merveilles de Paris. Des musées,  des cinémas,  des salles d'exposition,  cet arrondissement est tout bonnement le meilleur de Paris. Vivez-y et vous comprendrez.","Les points négatifs : La saleté,  les déchets; bien qu'ils soient présents dans toute la ville maintenant. La scission lorsque l'on passe de Caulaincourt à Barbès est frappante,  pas le même type de personnes,  beaucoup de monde,  et on se sent forcément moins à l'aise. Les gens pas aimables et virulents,  même si une fois de plus,  on les retrouve partout.
Plus de positif que de négatif pour cet arrondissement."
458,Avis posté le 05-01-2021 à 12:08,paris-18e-arrondissement_75118,Paylas,3.94,6,8,4,6,2,3,4,5,4,"Les points positifs : A proximité : Bus, métro, centre commercial, Parc.","Les points négatifs : Quartier populaire, saleté, les gens qui font pipi partout, aucun surveillance.
mairie du 18e par rapport aux demandes de place en crèche c'est la galère, même si t'as une place. Ma fille ne rentre pas à la crèche, manque de personnel, depuis trois mois je galère."
459,Avis posté le 20-12-2020 à 18:22,paris-18e-arrondissement_75118,Marcadet,2.63,3,1,3,2,5,2,3,8,1,"Les points positifs : Beaucoup de commerces alimentaires. Bien desservi concernant les transports. Et c'est tout car même la beauté de nos immeubles haussmanniens est masquée par la crasse et pour la goutte d'or par des cartons avec de grosses femmes avachies dessus à vendre toutes sortes de produits. Dommage, je n'ai pu apprécier la beauté de ce quartier que durant le confinement.","Les points négatifs : Vols, crasse, urine, défécations humaines, homme se masturbant dans la rue, toxicomanes, jeunes agressifs de nationalité inconnue, impossibilité de stationner, impossibilité de marcher sur le trottoir (Goutte d'Or), bibliothèques fermées, rue Duc pour travaux interminables et maintenant COVID. Avons nous un maire dans ce quartier?"
460,Avis posté le 01-12-2021 à 15:54,paris-19e-arrondissement_75119,welcome,7.88,9,6,7,7,9,8,7,9,8,"Les points positifs : Habitant vers Buttes-Chaumont / Pyrénées,  le quartier est sympathique : commerces de proximité,  zone assez sécure,  ligne 11 vintage mais bien fréquentée et proche des correspondances
Beaucoup d'espaces verts et d'avenues arborées ce qui n'est pas forcément le cas d'arrondissements plus huppés
Architecture plus modeste mais quelques beaux immeubles haussmanniens dans les grands axes.
Proche de la Place de la République et du canal St Martin même à pieds.","Les points négatifs : Le 19ème est coupé en 3 :
- Buttes Chaumont / Pyrénées / Secrétan / Jourdain / Mouzaïa : vraiment top et tranquille
- Jaurès / Laumière / Ourcq : zone ""tampon"" très disparate (bien regarder le quartier avant)
- Stalingrad / Flandres / Villette : pas assez de sécurité,  trafic de drogue,  HLM sans charme,  continuité du 93 et du 18ème..."
461,Avis posté le 24-11-2021 à 20:48,paris-19e-arrondissement_75119,Ethan,4.31,8,0,6,7,10,3,4,5,5,"Les points positifs : Cella fais 14 ans que j'habite dans le 19eme depuis 2006 donc je connais bien
Ce qui est bien dans ce quartier ce sont les transports, les buttes Chaumont et les cinéma.","Les points négatifs : Il y a trop de voleurs et ça me fait peur, je me suis déjà fais racketté mon tél 1 fois et depuis ça me fait peur le 19 alors qu'avant pas du tout, donc c'est un quartier dangereux pour moi."
462,Avis posté le 10-11-2021 à 23:41,paris-19e-arrondissement_75119,Yom,7.88,5,6,10,9,9,8,10,6,7,"Les points positifs : - Plutôt bien desservi en terme de transports,  (métro,  bus,  tramway,  RER)
- Plein de lieux culturels
- Les Buttes Chaumont
- La vie y est moins chère comparativement à d'autres arrondissements,  même en étant dans un coin safe.","Les points négatifs : - Selon les quartiers,  il faut faire attention à partir d'une certaine heure quand on est une femme (mais ça,  c'est partout)"
463,Avis posté le 10-11-2021 à 19:46,paris-19e-arrondissement_75119,ferduck,4.69,5,1,8,6,8,4,6,7,2,"Les points positifs : Réseau métro et bus bien quadrillé,  de nombreux stades et piscines,  présence des buttes Chaumont et des canaux rendant le quartier sympathique. De nombreux marchés et de la diversité dans les choix et les arrivages.
Prix des loyers également attractif par rapport aux autres arrondissements de Paris.","Les points négatifs : Gros problèmes en termes de sécurité et d'environnement : de nombreuses personnes dormant sous les ponts,  beaucoup de mendicité dans les transports et dans la rue,  trafic de drogue et vols même dans les résidences privées,  saleté globale dans les rues."
464,Avis posté le 05-09-2021 à 12:55,paris-19e-arrondissement_75119,Parisien heureux,8.38,6,6,9,7,9,9,9,8,8,"Les points positifs : J'habite Paris depuis toujours,  je vis dans le 19ème arrondissement depuis 2004 et j'ai donc vu l'évolution de ce coin de Paris,  autrefois si décrié et même stigmatisé depuis presque une vingtaine d'années.

Tout d'abord je ne comprends pas ceux qui se plaignent sur ce site de la mauvaise desserte en transports de cet arrondissement ???? C'est à mon sens l'un des points forts du 19ème.

 Il y a deux lignes qui traversent l'arrondissement sur deux grands axes à savoir les lignes 5 et 7,  la première desservant les Gare du Nord et de l'Est en à peine 10 minutes si vous habitez au plus loin à la Porte de Pantin,  vous pouvez aller à la gare d'Austerlitz directement en une demi-heure.
  Sur la ligne 7 vous mettez 10 minutes depuis la porte de la Villette pour arriver à Gare de l'Est

Vous avez la 7bis qui dessert quasi-exclusivement le 19eme  et la ligne 11 et 2. Diverses lignes de bus très utiles et même le RER E à Rosa Parks,  qui vous emmène à Haussmann Saint-Lazare en même pas 10 minutes.

Beaucoup de pistes cyclables,  notamment sur les axes Flandre et Jaurès,  beaucoup de gymnases,  de centre sportifs,  y compris des centres culturels,  le parc de la Villette avec notamment la géode,  de très bons marchés.

Beaucoup de bars et de cafés,  c'est un arrondissement très multi-culturel,  maintenant la gentrification a hélas fait grimper les prix.

Le magnifique parc des Buttes Chaumont,  le canal où on peut faire son footing tranquillement.","Les points négatifs : Malheureusement il reste encore certains quartiers qui sont moins fréquentables surtout la nuit mais cela reste incomparable à ce que c'était dans les années 90 début 2000. Le point noir reste les toxicomanes qui font très souvent la manche sur les avenues Jaurès et Flandre et bien sûr le pont de Jaurès et Stalingrad qui deviennent un véritable repaire de toxicos passé une certaine heure.

Le parc Eole est devenu quasiment infréquentable pour cette raison,  espérons que cela évolue dans le bon sens dans les années qui viennent."
465,Avis posté le 01-09-2021 à 14:25,paris-19e-arrondissement_75119,Timon,7.38,5,6,6,6,7,8,7,9,8,"Les points positifs : J'ai vécu 4 ans dans le 19ieme (quartiers Mouzaïa et Botzaris). Ces quartiers ont la particularité d'être calmes et proches des parcs des Buttes-Chaumont et du Château Rouge,  qui sont 2 très beaux parcs. Il y a beaucoup de commerces de proximité,  je pense notamment à la Rue de Belleville et la Rue des Pyrénées,  très bien pourvues en commerces en tout genre. Il y aussi un Monoprix place des Fêtes et 2 commerces Bio pour ceux qui aiment. Les lignes 7bis et 11 traversent ces quartiers. La proximité du parc de la Villette est un plus pour les expositions et l'aspect culturel.","Les points négatifs : Disons que malgré les métros et vélib le 19ieme n'est pas l'arrondissement le mieux desservi de Paris (40 min de Montparnasse,  30 min de Saint-Lazare,  20 min de Gare du Nord...). Coté sécurité,  j'avoue ne jamais avoir été témoin d'incivilité ou d'agression mais un cambriolage du parking de ma résidence a fait l'objet de poursuites judiciaires."
466,Avis posté le 17-08-2021 à 14:07,paris-19e-arrondissement_75119,Nmkl,7.50,7,6,8,7,10,7,10,9,7,"Les points positifs : - Les Buttes Chaumont,  le canal de l'ours sur lequel on peut faire des activités en été,  la location de pédalo,  de bateaux.

- Beaucoup de commerces,  bars,  et restaurants très bons dans le 19e !

- J'habite à la Villette et le cadre de vie est vraiment sympa ! Les transports affluent,  tout est très bien desservi.

- La sécurité a été renforcée avec de nombreux policiers.","Les points négatifs : Il a fallu que les habitants du 19e se révoltent pour que les personnes extérieures (sdf,  toxicos) s'en aillent.
Ce ne sont pas les personnes du 19e qui dégradent l'arrondissement. Comme partout dans Paris,  il y a de tout.

Cependant le prix des loyers est exorbitant donc il s'agirait de réveiller le maire qui dort profondément à en croire son inaction."
467,Avis posté le 31-07-2021 à 17:35,paris-19e-arrondissement_75119,JJ19,6.25,3,2,8,8,9,6,8,6,8,"Les points positifs : L'environnement est super avec les 2 grands parcs et le canal. On peut trouver des coins où les voitures et la foule sont loin.

Niveau métro,  bus,  médecins,  hôpitaux,  très bien,  on est dans Paris.

Plein de bars,  restos,  péniches,  salles de concerts très cools,  commerces alimentaires variés,  mais un peu pauvres dans le ""traditionnel"".

Beaucoup de terrains de sports,  piscines agréables,  MK2,  104,  assos et activités en tous genres.

Esprit village sympathique,  on est pas en plein centre de Paris,  les gens se connaissent,  se parlent,  mais restent malgré tout entre communautés,  à la new-yorkaise : les bobos,  les juifs orthodoxes,  les africains,  etc.,  tous se croisent sans heurts la plupart du temps,  mais sans échanger réellement non plus.

Arrondissement idéal quand on est jeune et/ou avec de jeunes enfants.","Les points négatifs : Comme partout en France,  mais encore plus qu'ailleurs,  la sécurité se dégrade fortement. En journée,  ça ne sera qu'un ""sentiment d'insécurité"" à cause d'attitudes déplaisantes,  mais passé minuit,  il ne vaut mieux pas traîner seul dans les rues... (en groupe,  ça va) : énormément de migrants (surtout aux portes où certains automobilistes grillent les feux pour ne pas se faire attaquer),  harcèlement des filles,  beaucoup de trafiquants,  beaucoup d'ados qui hurlent et évidemment les gentils toxicomanes choyés par la mairie qui errent comme des zombies au milieu des poussettes des bobos.

Au niveau scolaire,  les écoles publiques sont impraticables à partir du moment ou ça devient sérieux (chacun fixe son seuil !). Maternelle ok bien sûr,  mais après,  les écarts de comportement et de niveaux entre les élèves deviennent trop problématiques pour que les enfants s'épanouissent sereinement. Beaucoup font le choix du privé,  et accentuent ainsi la chute du public,  c'est comme ça.

Tout vient du parc immobilier,  c'est l'arrondissement de Paris avec le plus de logements sociaux et le privé reste quand même cher,  on est à Paris. Donc vivent ensemble dans cet arrondissement des pauvres venant la plupart du temps d'autres cultures et des riches originaires d'ici. Spoiler : ça ne prend pas."
468,Avis posté le 21-07-2021 à 12:47,paris-19e-arrondissement_75119,ViveLeUnNeuf,6.63,6,5,9,8,10,6,8,8,4,"Les points positifs : C'est un arrondissement où l'offre de sport pour les adultes est très riche et très variée : escalade,  aviron,  vélo,  jogging,  boxe,  salles de gym,  danse,  natation,  etc et à des prix très raisonnables. Il y a beaucoup d'espaces verts et la piste cyclable (aussi pour la randonnée) qui sort de Paris pour des dizaines de km. Coté culture : 2 conservatoires (malheureusement seulement pour les jeunes),  la philharmonie,  le 104,  écoles de théâtre,  de cinéma,  plusieurs salles de concert. Il y a des supermarchés et des supérettes partout où on peut faire ses courses,  pour certains,  jusqu'à très tard le soir. Il y a aussi des médecins,  des pharmacies et des kinés en abondance. Plusieurs lignes de métro et des bus ainsi que des mini-bus appelés Traverse.","Les points négatifs : MISE à Jour 2021: attention l'offre de commerces est vaste mais après les confinements le quartier est envahi par les MITES. Il y en a dans les commerces alimentaires (petits commerces exotiques,  mais j'en ai vues aussi chez Monoprix Crimée et Secrétan),  dans dépôts relais-colis ou Mondial Relay ou autres dépôts,  dans les supermarchés et même dans les cafés. Attention à ne pas les amener chez vous (secouer ses vêtements dès qu'on rentre,  jeter les emballages des colis). Cette nuit,  j'en ai même vu une entrer par ma fenêtre grand-ouverte. A part ça: mendiants un peu partout, déchets et saleté."
469,Avis posté le 19-07-2021 à 22:47,paris-19e-arrondissement_75119,Jean,2.00,3,2,1,7,4,1,2,5,0,Les points positifs : un arrondissement pas trop cher et des magasins de quartier exotiques et assez sympas.,"Les points négatifs : incroyablement sale par rapport à la moyenne parisienne qui est déjà désastreuse,  une insécurité en hausse due aux incivilités les plus banales (insultes,  tags...),  des installations sportives de plus en plus vétustes car la mairie ne répare jamais rien et les riverains se plaignent des nuisances. j'aimerais tellement quitter cette poubelle."
470,Avis posté le 16-07-2021 à 14:28,paris-19e-arrondissement_75119,AlbertCrome,8.88,8,7,10,9,8,9,9,9,10,"Les points positifs : Les Buttes Chaumont,   les commerçants,   le marché Secrétan,   les écoles publiques autour de Secrétan. Beaucoup de places en crèche,   des transports et la Villette pour ses grands espaces verts. Activités ++ pour les enfants,   une vraie vie de quartier,   de l'entraide et de la solidarité entre voisins. Les MK2 à toute heure,   plein de supers restos.","Les points négatifs : Stalingrad plus compliqué surtout le soir. Le métro et ses abords le soir,   le quartier Flandres,   la rue de Meaux vers Colonel Fabien...
Le trafic de drogue dans certains points de l'arrondissement."
471,Avis posté le 21-06-2021 à 12:52,paris-19e-arrondissement_75119,Diane,8.56,9,9,7,8,8,9,8,7,9,"Les points positifs : Le 19ème c'est tout simplement le quartier de l'avenir. Beaucoup d'espaces verts,  de commerces de proximité,  l'ambiance urbaine,  un quartier cosmopolite,  les gens de toutes les couleurs. Un quartier artistique.","Les points négatifs : Désordre,   petit trafic de drogue,  bruit,  incivilité. Il faut que la municipalité soit un peu plus pragmatique pour enlever les encombrants."
472,Avis posté le 24-05-2021 à 13:42,paris-19e-arrondissement_75119,Noémie,3.31,5,0,5,5,10,2,2,7,3,"Les points positifs : Loyer pas hyper cher.  Courses pas chères car il y a un Lidl et tout. Les transports sont bien,  il y a plusieurs lignes de bus,  le RER E et la ligne de métro 7.","Les points négatifs : Très peu de sécurité,  habitants effrayants et étranges. Je ne recommande pas aux femmes. Harcèlement de rue énormément présent,  pauvreté."
473,Avis posté le 15-05-2021 à 22:05,paris-19e-arrondissement_75119,Shen,8.81,7,8,9,9,9,9,9,9,9,"Les points positifs : Paris 19ème est un arrondissement très ouvert. On y trouve beaucoup de commerces de proximité. Du côté de Rosa Parks c'est très sympa,  avec le centre Leclerc,  Décathlon,  Leroy merlin,  le club de gym...Le transport c'est tout simplement le top niveau. Pas de galère pour prendre le bus,  le métro ou le tram. La culture ? ben je crois qu'à Paris c'est l'un des endroit culturels par excellence. Le sport ? Idem. Quartier cosmopolite. Les noirs,  les arabes,  les juifs,  les pakistanais,  les indiens,  les chinois vivent presque ensemble car ils sont dans les mêmes immeubles,  sans discrimination. C'est un arrondissement qui évoluera encore et encore.","Les points négatifs : Dans cet arrondissement,  on a d'abord un sentiment de rejet. On a l'impression qu'on va vivre l'enfer,  mais ce n'est qu'un sentiment. Les gens sont très désordonnés et quelques fois désespérés. IL y a des toxicos mais comme a dit quelqu'un plus loin,  ce n'est pas qu'une affaire du 19ème,  mais plutôt de Paris car les toxicos il y en a partout à Paris."
474,Avis posté le 05-05-2021 à 23:50,paris-19e-arrondissement_75119,THOTH,8.75,8,7,9,9,9,9,9,9,8,"Les points positifs : Le 19ème est un arrondissement qui bénéficie d'une offre de culture aussi riche que diverse. Salles de concert,  théâtres,  lieux d'exposition. Les habitants sont sympathiques et polis. Les transports en commun  et les commerces sont au top. Beaucoup d'espaces verts. Un arrondissement cosmopolite et gai. Les services de la poste sont efficaces et surtout très rapides. Un arrondissement d'avenir donc !",Les points négatifs : Désordre et laisser aller. Quelques toxicos et quelques délinquants comme partout à Paris.
475,Avis posté le 04-05-2021 à 07:09,paris-19e-arrondissement_75119,Eïcha,2.06,3,2,6,6,3,0,7,5,1,"Les points positifs : Le Paris 19e arrondissement est très bien desservi en transports en commun même s'ils sont très sales et pas du tout entretenus (absence d'aération, nombreux mendiants et toxicos). Il y a énormément de commerces de proximité. Le secteur bénéficie aussi d'espaces verts et d'espaces culturels.","Les points négatifs : Le 19e arrondissement n'est pas du tout un arrondissement harmonieux et coquet dans son ensemble bien au contraire,  il est très destructuré. Les catégories sociales et ethniques sont ghettoïsées. Trop de quartiers sont laissés à la dérive et aux nombreux trafics en tout genre. Les habitations ne sont pas du tout réhabilitées,   ni ravalées de façon continuelles, les établissements scolaires sont très lugubres et délabrés. Pareils pour toutes les infrastructures dont les devantures sont souillées (Banques Postales,  supérettes défraîchies... ) La population est très précaire et aigrie. Je vis dans ce quartier depuis 1984 et j'assiste à la décrépitude quotidienne de cette zone. Il n'y a aucun encadrement,   aucun accompagnement ni sensibilisation de la part de la municipalité. Les plus vulnérables qui sont aussi les plus nombreux basculent dans la médiocrité de jour en jour ce qui fait place à des citadins appauvris,   hostiles et perdus. C'est un arrondissement très très sale et laissé pour compte qui devrait absolument bénéficier du projet d'urbanisation. C'est également un arrondissement préjudiciable à ne pas mentionner dans les CV. Que fait la municipalité,   que fait l'Hôtel de Ville ?? 🤔"
476,Avis posté le 09-04-2021 à 11:37,paris-19e-arrondissement_75119,Lucas,5.94,3,4,7,5,8,6,7,7,6,"Les points positifs : C'est un arrondissement où il y a beaucoup de lieux verts pour se promener. Beaucoup de commerces dans le secteur Flandre-Rosa Parks. Une amélioration de qualité de vie dans certains quartiers comme Place des Fêtes,  Flandre.","Les points négatifs : Malheureusement dans cet arrondissement il y a beaucoup de délinquance (vols,  Deal...). De nombreux quartiers envahis par la toxicomanie, comme Stalingrad,  Rosa-Parks des lieux qui auraient pu être sympa."
