,date,arrondissement,auteur,etoile,education,securite,loisir,viePratique,environnement,commentaire
413,05/01/2022,16,Salma,4.6,5,5,5,5,4,"D’une manière générale, la ville de Paris doit faire encore beaucoup d’efforts pour la propreté et la sécurité, comme par exemple mettre des agents  devant chaque métro de façon permanente."
414,24/11/2021,16,Laury,3.4,1,3,4,4,3,"Très bon quartier il y fait bon vivre petit bémolle sur l'environnement qui n'est pas forcément propice à l'éducation des enfants, trop peu de verdure ."
415,14/11/2021,16,Mathilde Poirier,2.2,1,1,3,3,2,"Commerces à proximités
Arrondissement bien desservi avec les transports en communs
Quartiers très agréables et très grand (du Parc des Princes à la Tour Eiffel)"
416,18/10/2021,16,Rosanna Jagla,4.8,3,5,5,5,5,"C’est un bon quartier mais qui manque de commerce et de diversité ! Alors que le quartier se rajeunis un peu, la proximité des commerce reste moyenne "
417,02/10/2021,16,jordan,3.8,2,4,3,3,4,"Prix des appartement exorbitant, les loyer sont élevé pour des tous petit espaces.
Manque de verdur "
418,26/09/2021,16,Lili,4,0,5,3,3,2,"Arrondissement qui commence à bouger un peu, surtout dans le sud du 16 Eme. Bonnes écoles, sécurité, activités en pleine air.
Transport bon. 
Marché de l’avenue de Versailles, abordable. "
419,15/09/2021,16,Alexandre,4,0,5,3,3,4,Rien a signaler pour l'instant  bla bla blabblabla bla blabblabla bla blabblabla bla blabblabla bla blabblabla bla blabblabla bla blabblabla bla blabblabla bla blabbla
420,11/09/2021,16,sebastien,3.8,2,4,3,3,4,"Une belle ville mais encore de ,ombreux points à améliorer.
Un quartier au top mais il faut revoir certain points dans la modernisation "
421,30/08/2021,16,beko,4.4,0,4,4,4,5,"Les quartiers sont calmes, tout est à proximité 
Cependant les rues peuvent être sales certaines fois "
422,01/08/2021,16,valt91,3.8,2,3,5,5,3,"Paris 16  C est un Arrondissement ou C est beau habiter. Tout est a coté et malgré les Voitures  et la pollution  grandissantes, continue a exister plein de facteurs que montent le niveau de qualité de vie et a justifier notre choix d y habiter
"
423,06/07/2021,16,Corentin,4.4,2,4,4,4,5,"Super quartier, manque de verdure et d’installations sportives.
Quartier très sure et bien protégé. "
424,31/05/2021,16,Nassera,3.6,1,4,2,2,4,"Très beau quartier, bien fréquenté avec de bonnes écoles. Dommage qu'il soit cependant sélectif réservé qu'aux riches"
425,12/05/2021,16,CATHERINE,4.6,1,4,4,4,5,"Parking payants faciles d accès, cela facilite les promenades sur les Champs-Elysees, l' Arc de  Triomphe  et le shoppping dans ces superbes vitrines..et bientôt les RESTAURANTS "
426,09/05/2021,16,Yffoc#43,4,2,4,4,4,4,"Quartier très pratique,métro a 10metres,écoles 500metres,cinéma ,resto,galerie marchande,tout près également."
427,20/04/2021,16,Delphine,4,1,4,4,4,4,"Beaucoup d'activité urbaines sont disponibles (restaurants, cafés, cinémas, théâtres, musées, monuments... mais trop peu de verdure, de calme. Les voitures sont également trop présentes."
428,01/04/2021,16,Élodie ,5,5,5,5,5,5,"C’est très bien car la population est dense, l’environnement est présent cependant beaucoup de gens claxon pour rien "
429,12/03/2021,16,Franck,4.6,0,3,5,5,5,Quartier résidentiel. Des commerces alimentaires. Il y a très peu de restaurants et le centre ville est à 30 minutes en metro.
430,05/03/2021,16,Anne,3.8,0,4,4,4,3,"Quartier de Paris très agréable et sécurisé. On s'y sen bien, un peu comme un petit village. Assez hupé également"
431,17/02/2021,16,delphine,4.4,3,5,4,4,4,Un quartier très agréable à vivre comme un petit village où l'on se sent en sécurité et où on peut profiter d'une belle balade à pieds en ville
432,17/02/2021,16,danielle,4,0,3,4,4,4,"Très bel endroit très bien géré quartier calme agréable, on se sent bien en sécurité et la  promenade à pieds reprend tout son sens en plein Paris"
433,12/02/2021,16,Drey,2.6,0,2,3,3,1,"Le 16 ème arrondissement est un quartier favorisé où l'on s'y sens en securité, avec un environnement agréable de par des infrastructures sportives de qualité, des parcs soignés et surtout le poumon vert de Paris qui est à proximité (le bois de Boulogne). C'est toujours une chance d'y habiter, j'y suis tombée par hasard et j'y suis très bien. "
434,19/01/2021,16,Muriel,4.4,2,4,4,4,5,"Quartier de Passy très agréable et vert en étant près du parc et du bois de Boulogne
De nombreux commerces
Super écoles publiques  et plein d écoles privée"
435,30/12/2020,16,ANTHONY,3.2,0,3,3,3,3,Moins de pollution et plus d'espaces verts que dans le reste de la ville mais les rues sont mal nettoyées. 
436,18/11/2020,16,Joel,4.4,2,4,5,5,4,Arrondissement très calme et sûr avec beaucoup d'espaces verts. A noter un manque de grands magasins
437,18/11/2020,16,Hiba,4,3,3,5,5,4,"Quartier visiblement très animé, au cœur de Paris, toujours agréable de s'y promener, beaucoup de commerces mais onéreux."
438,10/11/2021,17,Céline,2.8,1,2,3,3,3,"Le 17ème nord se dégrade, nombre de personnes s'alcoolisent sur le boulevard des batignolles jonchées de bouteilles et déchets tous les jours, les incivilités, crachats, mégots, crottes de chien, personnes qui urinent, les salons de massage qui se multiplient, les enseignes de taxi phone laides et qui drainent une clientèle pas toujours respectables, les prostituées rue des dames, le deal dans la rue biot, à deux pas du commissariat qui ne fait absolument rien. "
439,05/03/2022,17,rasmaick ,4.4,0,5,4,4,4,Très belle ville charmante  et chaleureuse  avec beaucoup de monde différents fait très bien à y vivre avec les aménagements fait partie de la vie douce parisienne 
440,03/01/2022,17,edithtaieb,1.2,3,1,2,2,0,Il fait bon vivre dans le quartier des ternes .il y a le marché poncelet  toujours une fete des gouts et couleurs des petites boutiques sur l'avenue des ternes  de bon gout  le défaut ?  on y vends de beaux produits un peu chers ...
441,28/12/2021,17,Stph,4,0,3,4,4,4,Bon quartier.                                                                                       
442,28/12/2021,17,Melline,4.4,0,4,4,4,5,Du point de vue de la sécurité elle est un peu faible car il y a beaucoup de travaux autrement rien à dire arrondissement très agréable commerces accessibles et prêt de tous .
443,25/12/2021,17,mamynova,4,3,4,4,4,3,"Un quartier trés vivant et multi culturel. 
dommage insécurité ressentie.
C'est pour cela que j'en suis parti pour la campagne
"
444,18/12/2021,17,Jeanine,3.8,2,3,4,4,3,"Beaucoup de commerces. Il manque un boucher.
Trop de clochards(alcool, saletés etc...).
Pas assez de salons de thé."
445,14/12/2021,17,marie,4.2,1,4,3,3,4,Paris est devenu invivable les incivilités la déliquence tout est devenu source de conflit je prefère la province ou il fait mieux vivre
446,12/12/2021,17,Diane ,3.8,3,3,4,4,3,Quartier des Batignolles vivant et très animé avec une vraie vie de quartier. Tout y est presque parfait. 
447,27/11/2021,17,marinaelle@orange.fr,4.4,1,4,5,5,4,"Quartier Batignolles/Monceau très agréable, familial, très vivant (Batignolles) qui rajeunit ; beaucoup de jeunes couples avec jeunes enfants. Parc Monceau magnifique. Grand choix d'activités, commerces variés, marché avec de bons produits, très bien desservi par les transports.  Les points négatifs : les trottoirs de plus en plus SALES hélas ...  Le square des Batignolles de plus en plus mal fréquenté, et l'immobilier désormais hors de prix."
448,16/11/2021,17,romain,4.8,2,5,4,4,5,"Quartier tranquille de la capitale, divers environnements de Wagram à Epinettes en passant par le village des Batignolles, tout le monde peut trouver l'ambiance qui lui plaira, attention au budget logement élevé."
449,07/11/2021,17,Florie02,3.4,4,3,3,3,4,"Excellente qualité de vie : sécurité, proximité, propreté, calme. Le quartier des Batignolles est très agréable. C'est d'ailleurs un très bon compromis entre le quartier huppé de Monceau et les alentours plus populaires et animés de la place de Clichy.
Très bien desservi en termes de transports (à 10 minutes de la Défense en train direct, 10 minutes de Saint Lazare, 20 minutes de Montparnasse avec le métro ...)"
450,26/10/2021,17,Clémence ,3.8,0,3,4,4,4,"Je vis ici depuis 6 ans, et j'adore cet arrondissement, on y trouve tout. Il y a de très beaux espaces verts, notamment entre Monceau et le parc des Batignolles ! :) "
451,22/10/2021,17,Quentin,5,0,5,5,5,5,"Positifs : culture, éducation, loisirs.
Négatifs : pollution, saleté, insécurité

Je trouve que le 17ème arrondissement de Paris doit encore faire des efforts dans la gestion de certains aspects du quartier."
452,16/10/2021,17,serenawood,4.2,4,4,3,3,5,"Aspect positif : tout à porter de main, plein de magasins, proche des transports, plein d'endroit où faire du sport
Aspect négatif, saleté des rues, le bruit, les prix très élevés"
453,10/10/2021,17,Maya,5,0,5,5,5,5,"Très bon quartier à proximité de tout , conservatoire et centre commercial a proximité situé à Levallois "
454,18/09/2021,17,LEA,5,0,5,5,5,5,"Commerces intéressants restaurants en nombre 
Transports bien 
Ouest parisien bobo 
Proximité lieux prisés de paris"
455,16/09/2021,17,Kim,3.4,3,4,3,3,2,"D'une rue à l'autre, on change complètement d'ambiance, des Batignolles à l'avenue de Clichy, de Ternes à Monceau etc. Mais c'est aussi ce qui fait le charme de ce quartier, un savant mélange de quartiers chics et de quartiers bobo et populaires !"
456,13/09/2021,17,san1972,3.4,0,3,4,4,3,On adore ce quartier ce promener dans les rues jusqu'à montmartre s installer sur une terrasse boire un drink ou un apero avant d aller dans un restaurant ou il y règne une ambiance que l on ne trouve pas ailleurs 
457,24/08/2021,17,Mia,3.6,0,4,3,3,3,Top pleins de commerces à proximités des jardins et les transports en commun tres bien situés métro trains bus et prolongement ligne 14
458,13/08/2021,17,Fanny,4,3,4,5,5,3,"Quartier très agréable à vivre et très vivant, je recommande aux jeunes couples comme aux familles. "
459,13/08/2021,17,Sylvain,3.2,0,3,3,3,3,"Quartier très agréable à vivre et très vivant, je recommande aux jeunes couples comme aux familles. "
460,18/07/2021,17,Lgmh,3.4,0,2,2,2,5,"Le quartier des Epinettes et plutôt calme, bien desservi et reste encore abordable.
Néanmoins, il est très sale : beaucoup d'incivilités, les rues sont peu ou mal nettoyées."
461,18/07/2021,17,Clemski,4,4,4,3,3,4,Les trottoirs sont assez sales en fonction des rues. Avec ma conjointe nous trouvons que les passages du personnel de nettoyage sont peu fréquents (comparé au 8eme arrondissement). 
462,07/05/2021,17,kiter,3.4,0,4,2,2,3,Pas de commentaires supplémentaires à part qu'il vaut mieux y circuler a 2 roues !! aucunes places de stationnement !!?
463,03/05/2021,17,Lmeinzel,3.4,0,4,3,3,3,"Quartier animé de Paris lorsqu'on se rapproche du 18ème. Et plus tranquille lorsqu'on se rapproche des champs....
Des supers rues vivantes (rue des Dames...) et des beaux coins de verdure."
464,22/04/2021,17,edithtaieb,4.2,4,3,5,5,5,"Quartier assez calme et  assez agreable dans l'ensemble  hormis le fait que l on peux de moins en moins se garer dehors
"
465,19/04/2021,17,Micky2paris,4,1,4,3,3,4,"Bonjour, pour moi, c'est Paris, 17eme arrondissement , très beau quartier, dynamique et vivant, mais malheureusement, qui se dégrade peu à peu niveau sécurité, nous avons le marché des Ternes, un des plus beau de Paris, a 2 pas de l'arc de triomphe. Paris est une belle ville pour les photographes amateurs comme moi, elle offre pleins de monuments, de parcs et jardins et lieux insolites a découvrir.... mais surtout, la ville de la mode, pleins de boutiques de mode vous attendent !!!!! Bon week-end a tous !!!"
466,08/04/2021,17,Isa,4.2,0,4,4,4,4,Avec le covid pas évident pour les commerçant et les citoyens de si retrouver  en espérant que pour les fêtes ça ailles mieux
467,17/03/2021,17,Laurent,3.2,3,4,3,3,2,"Incroyable et interressant !
je vous le recommande car il ny a pas beaucoup de touriste et cest incroyablement beau. decouvrez ce quartier et vous ne le regretterez pas !
mon arrondissement preferer
des cafe superbe et la rue de levis est tres belle si vous passez dans le quartier"
468,26/02/2021,17,Alexandre ,3.6,0,3,4,4,3,Sa va peut mieux faire niveau sports et loisirs . Merci pour ce super concours je participe volontiers 
469,18/01/2021,17,goulouboy,4,0,4,4,4,4,"""Une belle ville, beaucoup de choses à faire. Mais des rues souvent sales, mal entretenues (bitume à moitié défoncé) et les parisiens très peu sociables en général."" Ce que j'aime à PARIS ""L'architecture, les bars, le fait que tout s'y passe."" Ce que je n'aime pas à PARIS ""Les parisiens et leur humeur. merci a vous "
470,18/12/2020,17,Louloutte8,2.4,4,1,3,3,2,"Quartier très agréable de Paris.
Seul reproche, la propreté des rues doit être une mesure à mettre en place prioritairement."
471,17/12/2020,17,MYRIAM,3.4,1,3,4,4,2,"Le 17ème est un arrondissement de Paris où il fait bon y vivre. Avec ses infrastructures, ses commerçants de qualité, ses espaces verts, ses administrations, l'accès aux soins, sa mixité sociale, sa culture"
472,19/10/2020,17,Jean-Baptiste,2.6,0,4,2,2,1,Arrondissement très résidentiel qui mériterait d'être plus dynamique / animé pour le rendre davantage vivant. Manque de verdure également.
473,30/09/2020,17,nld,3.4,4,4,2,2,2,"Il fait bon de vivre dans ce quartier, malheureusement la sécurité se dégrade de jour en jours avec des agressions qui s'enchaînent. "
474,25/07/2020,17,Marie,3.6,0,2,3,3,4,"Quartier Plaine Monceau 
Positifs : sécurité,  commerces en tous genres, proximité des parcs, quartier bien desservi. 
Negatifs : on y vient pour travailler. L esprit de village a disparu au profit des bureaux et chaînes alimentaires. Nouvelle population riche et arrogante. Dommage !"
475,26/03/2021,18,virginie,4,0,4,3,3,5,"Le problème de mon quartier c'est surtout le trafic de stupéfiants, et les drogués de la colline du crack. En un an, j'ai été agressé physiquement deux fois. Honnêtement, je ne me sens pas en sécurité et je ne comprends pas pourquoi on paye aussi cher les loyers et le mètre carré. "
476,05/03/2022,18,Coralie,1.6,4,1,2,2,3,"Un quartier multiculturel, tout commerce de proximité mais qui manque cruellement de petits « havre de paix » comme des jardins.
Il faut choisir le lieu d’habitation avec soin. Le 18ème change de profil d’une rue à l’autre."
477,16/02/2022,18,Stéphane,2.6,1,3,3,3,2,"
Quand on donne un avis sur le 18e, il faut nommer son quartier car les différences sont abyssales de l'un à l'autre.

J'ai vécu 47 ans dans le quartier Jules-Joffrin. Que dire sinon boboisation.
Un marché disparu, des petits commerces transformés (boulgour land) et surtout un coût aujourd'hui totalement délirant quand on sait que ce quartier était mieux quand les prix étaient 3 ou 4 fois inférieurs.

Plus on monte, mieux c'est.

Seul progrès, on s'y gare beaucoup plus facilement qu'avant."
478,12/02/2022,18,Annaklumos,2,0,1,3,3,3,"Le quartier est en plein changement : on voit beaucoup de nouveaux commerces ouvrir depuis quelques années. 
Mais un quartier très habité, et du mal à se déplacer dans les rues."
479,04/02/2022,18,benziada lila,4,2,4,3,3,5,"Quartier assez tendance bien déservi et beaucoup de boutique piétonne , restaurant bonne ambiance et convivialité , petit épicerie ouvert tard la nuit"
480,22/01/2022,18,Louise,3.6,3,2,4,4,4,"Quartier très touristique donc beaucoup de mon et bruillant. Quartier riche culturellement et charmant, animé, avec beaucoup de petites boutiques ouvertes le dimanche"
481,17/01/2022,18,Xavier,4,2,3,4,4,4,"Trop de junkies, sale ,urine de partout ,chiens ont se demande si ont est pas au bled ,l horreur absolu .
Enfin je me casse de Paname , rentré encore des migrants qui sont complètement désabusé en pensant que Paris est la ville idéale , franchement ça me fait peur .vive l'Occitanie"
482,12/01/2022,18,Manon,2.4,0,2,3,3,2,Le quartier est très agréable vers la Mairie du 18eme mais l'ambiance vers Porte de Clignancourt est horrible.
483,12/01/2022,18,Stagamalal,3,6,2,3,3,3,"Quartier cosmopolite avec peu de diversité commerciale (boutiques téléphones portables, peu de commerces de bouche, etc.)"
484,11/01/2022,18,Lyd,0.6,3,0,3,3,0,"Quartier chaleureux et en pleine croissance. Jolies boutiques, et de restaurants. Je recommande ce quartier."
485,03/01/2022,18,Agathe,2.2,4,1,2,2,2,Quartier vivant et abordable. Cependant de grosses différences de fréquentation parfois d’une rue à l’autre.
486,31/12/2021,18,Anais,4.4,0,4,4,4,5,"Très beau quartier notamment la région de Montmartre et mairie du 18e, diversité et beaucoup de commerces. "
487,22/12/2021,18,Chamil,5,0,5,5,5,5,Dans le quartier trop de voyou xjwjdjdxjhxhxhxhxfjdjdjekskxkxjxjdjjdjdjdjcxdjdjdkkzkekfkckfkekkekxkxkdkzdc
488,06/12/2021,18,Lilycha,2.6,4,2,3,3,1,"Arrondissement qui souffre d'insécurité et de saleté néanmoins reste agréable à vivre pour les commodités, montmartre, les habitants plus ouverts qu'ailleurs."
489,23/11/2021,18,Chakmal,4,0,3,5,5,3,"Quartier délabrés, dangereux, une véritable jungle.
Certains routes ne sont même plus dans un état potable. La misère est présente partout. Un véritable délaissement de cet arrondissement."
490,13/11/2021,18,Alexandre,2.6,0,4,2,2,2,"Positif : Tranquilité et tous pour sortir, pas mal de parc et de bons restaurant. 
Négatif : insécurité et "
491,04/11/2021,18,Cécile,4,4,5,3,3,5,"J'aime mon quartier et je ne compte pas en changer. En revanche, j'espère gagner ce concours, merci !"
492,03/11/2021,18,Naomichou,4,0,4,3,3,5,"Ce quartier est plein de commerces, on a tout à proximité : des loisirs, des activités, des monuments.
On peut croiser tout type de personnes.
Il est très accessible par les transports."
493,02/11/2021,18,lony95,3.6,0,3,4,4,4,"Il y a beaucoup trop de circulation comme sur Paris en règle générale. Par contre, le quartier a beaucoup de charme et de belles promenades à faire."
494,02/11/2021,18,Zoédt,2.8,4,0,4,4,2,"J'adore ce quartier, j'y ai vécu toute ma vie.
La sécurité laisse parfois à désirer surtout lorsqu'on est une femme..."
495,01/11/2021,18,Anne-So,1.4,0,1,3,3,0,"J'habite près du métro La Fourche.
Points positifs : tous commerces à proximité, bien desservi par les transports
Points négatifs : sale, trop de circulation, trop de bruit, écoles et collèges médiocres."
496,01/11/2021,18,Damilola,2.2,0,1,2,2,2,"Le sacre coeur c est tres beau et tres grand aussi   mais les batiments sont pas mal les magasins aussi



"
497,01/11/2021,18,Damilola,1.8,5,0,2,2,1,"Le sacre coeur c est tres beau et tres grand aussi   mais les batiments sont pas mal les magasins aussi la securite est satisfaisante. Mais l education est tres satisfaisante . La vie pratique est aussi pas mal.environnement est tres sympatique



"
498,17/10/2021,18,Godfiven,0.8,0,1,2,2,0,"Beaucoup de clochard , les rues sont propres un beau quartiers , bonnes pâtisseries , bonne restauration  "
499,15/10/2021,18,TIGRE,2.4,0,1,2,2,2,"Trop de racaille dans les rues.
trop de pollution, de circulation.
commerce moribond, plus touristique."
500,04/10/2021,18,beyboo75,3,3,2,3,3,2,"Si les gens respectaient les autres, trop de vols comme le 19eme. Et c'est très sale par terre c'est dommage "
501,04/10/2021,18,gwenaelle,2,2,0,2,2,3,Quartier convivial qui gagne a etre plus connu. dommage que l insecurite se fait sentir. j y vais de moins en moins.
502,01/10/2021,18,gwenaelle,3.2,0,3,4,4,2,C'est un quartier vivant très accessible en transport. mais beaucoup trop en insécurité. dommage du coup j y vais de moins en moins.
503,29/09/2021,18,Anticon ,1.8,4,0,2,2,2,"Arrondissement poubelle
C’est pourrie et sale a mourrir 
Mon fils de 5 ans avait envie de faite pipi et réflexion d’une idiote faut pas le laisser faire pipi .
Y’a de la merde même sur les murs et certains on le temps de s’occuper d’un enfant  qui veut faire pipi.
Ville de merde par excellence ! Le peu de fois que j’y viens je craque.
C’est fini le Paris de l’époque maintenant c’est un décharge à ciel ouvert !
Et les Parisiens merci les coincés du cul qui se pensent meilleurs que le reste du monde!
Ohé réveillez vous ! Voyagez un peu et vous verrez que La vie à Paris c’est de la merde"
504,21/09/2021,18,chauss7,4.4,0,4,5,5,5,"Trop de saleté dans les rues, personnes vivant dans les rues.
Agressions courantes.
Dommage car c'est un quartier très vivant, bien desservi"
505,07/09/2021,18,Lillysse,2,0,1,3,3,0,Arrondissement pauvre...............................................................................
506,20/08/2021,18,Stephanie,4.2,3,4,5,5,4,La porte de la chapelle est un endroit sale par rapport à la butte montmartre beaucoup d insecurite 
507,19/08/2021,18,Maud91,3.6,0,3,4,4,3,Belle ville jolie quartier vivant colorer et varier des odeurs des couleurs de la générosité malgres la misère de l entraide 
508,28/06/2021,18,minimeuf45,3.6,0,3,4,4,2,"Rien a dire de plus que mes notes.... Je pense que Paris dans son ensemble est devenue la ville a éviter. Pour tout vous dire, j'ai passé un reveillon à paris il y a quelques années, j'en suis sorti terrifié, je ne le ferai plus jamais."
509,17/06/2021,18,Yael,2.2,3,1,2,2,3,C'est magnifique mais ça grimpe beaucoup trop........................................vraiment trop !
510,12/06/2021,18,Zouzou,5,0,5,5,5,5,Porte des poissonniers à fuir. Bruit    et saleté sont légion. Par contre nombreux transports et commerces variés. Accessibilité périphérique aisée ainsi que tranway
511,26/05/2021,18,heymdee,2.8,0,2,4,4,2,"Tout dépend de l'endroit dans le 18 eme. cet arrondissement est inegal. Je parle cote Guy Moquet, l'environnement est agreable a deux pas de la rue Damremont pleine de commerce de bouche de qualit2, plus haut c'est plus complique. avenue de saint ouen et avenue de clichy,c'est agreable et bien desservi"
512,15/05/2021,18,Marlène,3.2,3,4,2,2,2,"L'environnement s'est fortement dégradé depuis environ 3 ans.
Saleté repoussante, invasion de rats dans les squares, petite délinquance de mineurs en forte hausse....
Impression que le 18ème est abandonné par la municipalité...je vois la différence flagrante avec les autres arrondissements."
513,10/05/2021,18,Anis,3.2,0,3,3,3,3,"VIE CULTURELLE ET ASSOCIATIVE INTENSES.Le quartier est calme,non bruyant. Le marché de proximité est bien achalandé,sympathique;on y fait des rencontres intéressantes."
514,09/05/2021,18,couki048,1.8,0,3,0,0,1,"Cela va s’améliorer !!!!! pas si sur ??? la sécurité bof, le plaisir de se promener dans Paris, pas très joisse."
515,25/04/2021,18,elo24,2.8,4,2,3,3,2,"RAS
TOUT EST OK POURMOI
J ADORE 
PLEIN DE JEUX ET EQUIPEMENTS
SUPER MANETTES
TRES INTUITIVES  ET RAPIDES"
516,18/04/2021,18,Guillaume76,3,0,3,3,3,2,Sécurité beaucoup de vol. Environnement pas assez de grand espace naturel. Éducation trop d élèves par classe. 
517,01/04/2021,18,Tania,3.8,0,4,4,4,4,Vie de quartier agréable grâce aux cafés et commerces de proximité. Parfois mal fréquenté notamment par des sans abris qui hurlent et peuvent sembler dangereux.
518,18/03/2021,18,brisat,2,4,2,2,2,1,"L'ambiance varie énormément d'une rue à l'autre, quand ce n'est pas d'un immeuble à l'autre on trouve donc des gens gentils et bien éduqués mais également des butors agressifs et arogants"
519,08/03/2021,18,Hugo,4,0,3,4,4,4,"Le 18ème arrondissement est divisé en deux parties, et je vis malheureusement dans la partie encore « sauvage » où les petits commerces sot principalement des épiceries exotiques et des restaurants africains, et où les fumeurs de crack sont légion. "
520,26/02/2021,18,NINA2B,4.6,1,4,5,5,4,"Très vivant, commerces de quartier, transports, santé, sont des aspects positifs; par contre quartier sale, insécurité, manque d'espaces verts "
521,26/02/2021,18,pez,4,4,4,4,4,4,Insécurité sur la porte de Clignancourt du fait des trop nombreux revendeurs de cigarettes. Lieu sale
522,21/02/2021,18,Lisema,2.4,1,0,5,5,1,"Une ville magnifique, une grande offre culturelle mais beaucoup de monde et beaucoup de contraintes; logements petits et chers, pollution et temps de trajets parfois longs pour se rendre d'un point à un autre"
523,09/02/2021,18,roucon75,4.4,0,3,5,5,5,"Manque de propreté  et de sécurité dans certain quartier
surtout la nuit , ou il est préférable de ne pas y aller"
524,09/02/2021,18,Romane,3.6,4,2,4,4,3,"Positif : esprit village de Montmartre, proximité des lieux vivants 
Négatif : certains quartiers populaires"
525,25/01/2021,18,Marine,1.8,0,0,3,3,0,"Un arrondissement très agréable à vivre, des quartiers très différents, de la diversité. De belles balades à Montmartre."
526,20/01/2021,18,mathilde,3.4,0,2,4,4,3,"Super quartier familial, populaire mais safe, avec une vraie vie de quartier, beaucoup de petits commerçants, de parcs, Montmartre à proximité. Saint Ouen et le 17ème qui sont très sympa à côté aussi !"
527,19/01/2021,18,zahira75,3,3,2,3,3,4,"Bonjour,

Paris est une très belle ville mais on n'est pas en sécurité.

Je vous remercie de votre attention.

Bien courtoisement,"
528,18/01/2021,18,Olivier,2.8,0,2,3,3,2,"Dans le 18ème arrondissement à Paris, tout est différent d'un quartier à l'autre. Nous pouvons trouver une petite vie de quartier dans certains coins, voire dans certaines rues, et chaque coin a son propre caractère. L'arrondissement est multi-culturel et on voyage d'une rue à l'autre. J'ai mis moyen pour la sécurité car certaines rues craignent mais ce n'est pas la majorité du 18ème!"
529,06/01/2021,18,Elsa,2.6,0,2,3,3,1,"Paris est une ville excellente lorsqu'il s'agit de s'immerger dans la vie culturelle, sociale, il s'y passe toujours quelque chose. On y trouve également d'excellentes écoles, et de nombreux sièges sociaux d'entreprises importantes qui font de la ville un emplacement clé pour de jeunes travailleurs ou entrepreneurs. Cependant, la sécurité n'est pas au rendez-vous, et l'environnement n'est pas son point fort au regard de la pollution."
530,01/01/2021,18,Anne,3,4,2,4,4,2,"Sale, envahi par le tiers-monde et la racaille, pas un policier à l'horizon sauf pour vérifier les attestations des gens honnêtes..."
531,17/12/2020,18,Lilycha,3.8,0,4,4,4,2,"Quartier qui reste sympa malgré les critiques de certains. Un côté populaire, un côté touristique et bourgeois. Chacun peut trouver son bonheur dans le 18eme.Un effort reste à faire sur la propreté et la sécurité néanmoins."
532,21/11/2020,18,Charlotte,3,1,2,4,4,1, la colline de Montmartre peut-être un aspect positif malgré une affluence de touristes. Quartiers jeunes et fesrifs
533,22/09/2020,18,Anne,1.2,4,2,2,2,0,Le 18 eme c'est tout ou rien. Entre montmartre le parfait exemple de l'ancien paris tres charmant et la porte de la chapelle et son insécurité... Vraiment du contraste dans cet arrondissement.
534,06/09/2020,18,Laparisienne15,4.4,1,4,5,5,3,"De nombreux infrastructures (culture, sport, éducation...)
Arrondissement très bien desservi ( tramway, métro, bus, vélo, voiture...€
Arrondissement majoritairement insalubre "
535,04/07/2020,18,Maa,3.6,0,3,4,4,4,"L aspect positif c est que ce n est pas cher (tres bien pour les petits budgets)
Le negatif: avec 2 ou 3 jaloux/calomniateurs:ca y est,c est parti!
Telephone arabe a l appui:tout le monde croit n importe quoi.de parfaits inconnus se racontent des ragots incroyables et inventes de toute piece!etonnant.
Quand on connait sa valeur ca va.
Tout de meme:manque d espaces verts."
536,08/02/2020,18,Anne,4.2,4,4,5,5,4,"Arrondissement très contrasté selon les quartiers. Je vis du côté ouest. Très agréable, très bien desservi en bus y compris en soirée et le dimanche. Tout ce qu'il faut à proximité y compris cinémas et petits théâtres. Manque d'espaces verts mais on peut quand même rejoindre à pied le parc Martin Luther King. "
537,19/01/2020,18,Hagar,3.2,1,3,5,5,1,"Arrondissement bruyant, surpeuplé et très bétonné. Beaucoup d’associations, des habitants dynamiques. Bien desservi par les transports. "
538,02/06/2021,19,laurent,4.6,0,4,5,5,5,"Sale sale et sale.
Trop de logements sociaux donc pas de mixité
pas de commerces de qualité
Sale sale et encore sale"
539,04/03/2022,19,Laura,2.6,4,1,4,4,1,On a tout à porter à Paris du coup très heureuse d’y vivre notre quartier est très vert pour paris plusieurs école à proximité de la maternité aux grands écoles 
540,01/03/2022,19,annie,2.6,1,2,3,3,2,"Quartier très agréable avec beaucoup de commerce 
très peu de place de stationnement
communauté juive importante
commerce de proximité ouvert le dimanche"
541,15/02/2022,19,Lauryne ,3,1,2,3,3,2,J’aime ce quartier de Paris. C’est un quartier dans lequel je suis née et que j’ai vécu pendant très longtemps. Je me sentais bien dans ce quartier ?
542,27/01/2022,19,Soliste,3,4,2,3,3,2,"Je vis dans le 19ème depuis ma naissance (1992) et Paris n'a jamais été aussi sale et dégradée que depuis quelques années, allez faire un tour près de la porte d'Aubervilliers, ça donne raison au #SaccageParis de Twitter. Tir de mortiers le 14 juillet, on dirait une guerre civile dans la rue. Pour l'éducation de vos enfants, mettez-les dans le privé et évitez à tout prix le collège Edmond Michelet. Il faut vraiment arrêter de donner des logements à des cas sociaux dans Paris, et accepter que des familles de classe moyenne honnêtes se retrouvent à partir loin en banlieue pour espérer vivre en toute tranquillité ! "
543,17/01/2022,19,Nefertiti ,2.6,1,2,3,3,2,"Quartier en plein évolution, convivial avec ses deux grands parcs , Butte-Chaumont et la Villette. 
On trouve nombreux commerces de bouche.
Bien déservi des transports en commun. 
"
544,05/01/2022,19,Alxslf,4.4,0,5,5,5,2,"Quartier populaire, vivant, sale par endroits mais pratique et convivial. Beaucoup de commerces, et les quais sont agréables."
